generation,best,avg
136,755.4027291436863,1267.4075705493578
137,755.4027291436863,1266.3322487603991
138,755.4027291436863,1261.1926879817975
139,755.4027291436863,1283.949787309955
140,755.4027291436863,1254.6773770725276
141,755.4027291436863,1248.0503635193395
142,755.4027291436863,1240.4479656510293
143,755.4027291436863,1269.8100241390378
144,755.4027291436863,1273.5354886729622
145,755.4027291436863,1232.9754525714868
146,755.4027291436863,1246.6885797881444
147,755.4027291436863,1234.3548473470694
148,755.4027291436863,1248.2433857659112
149,755.4027291436863,1247.7377144263442
150,755.4027291436863,1247.9421138711116
151,755.4027291436863,1250.131205658599
152,755.4027291436863,1212.2586398657188
153,755.4027291436863,1242.9122047191759
154,755.4027291436863,1228.0428699153038
155,755.4027291436863,1247.1374583049626
156,755.4027291436863,1214.8505326938152
157,755.4027291436863,1210.3591997448495
158,755.4027291436863,1214.9341446094684
159,755.4027291436863,1216.2244793089264
160,755.4027291436863,1189.5907437453986
161,755.4027291436863,1157.4924882022106
162,755.4027291436863,1168.8983412321713
163,755.4027291436863,1213.0257386384278
164,755.4027291436863,1192.5620402966551
165,755.4027291436863,1189.8537761051086
166,755.4027291436863,1197.3390366555325
167,755.4027291436863,1198.5215475472041
168,755.4027291436863,1168.4094941291448
169,755.4027291436863,1178.5267057206786
170,755.4027291436863,1200.0306031575583
171,755.4027291436863,1172.1010710505996
172,755.4027291436863,1169.7092349232153
173,755.4027291436863,1169.4572680164065
174,755.4027291436863,1202.8427456900226
175,755.4027291436863,1208.458484979334
176,755.4027291436863,1212.716698570577
177,755.4027291436863,1216.7558093511093
178,755.4027291436863,1221.648781390693
179,755.4027291436863,1226.7895383722189
180,755.4027291436863,1209.1435227231914
181,755.4027291436863,1200.7985780542565
182,755.4027291436863,1240.8981047223212
183,755.4027291436863,1218.3065735457094
184,755.4027291436863,1199.4339777910875
185,755.4027291436863,1171.8117802051768
186,755.4027291436863,1163.0361306969367
187,755.4027291436863,1195.3717471891316
188,755.4027291436863,1190.1258103918617
189,755.4027291436863,1208.1482216041559
190,755.4027291436863,1197.0194654400684
191,755.4027291436863,1201.2015433517342
192,755.4027291436863,1201.6483185628092
193,755.4027291436863,1182.897198223791
194,755.4027291436863,1212.182185416964
195,755.4027291436863,1211.9889802160233
196,755.4027291436863,1206.7156784612637
197,755.4027291436863,1242.9010732463255
198,755.4027291436863,1257.3183674963875
199,755.4027291436863,1247.2456808670202
200,755.4027291436863,1261.139855989592
201,755.4027291436863,1283.43143688038
202,755.4027291436863,1268.336345408953
203,755.4027291436863,1297.5145495349907
204,755.4027291436863,1285.7075809220014
205,755.4027291436863,1284.0781053505825
206,755.4027291436863,1280.979761073342
207,755.4027291436863,1212.195645841634
208,755.4027291436863,1196.973742338172
209,755.4027291436863,1206.937408078222
210,755.4027291436863,1181.1813328446253
211,755.4027291436863,1198.319777885761
212,755.4027291436863,1235.1608771969802
213,755.4027291436863,1274.9361235255699
214,755.4027291436863,1264.122530900019
215,755.4027291436863,1230.161336023361
216,755.4027291436863,1213.436668310375
217,755.4027291436863,1227.4333379920981
218,755.4027291436863,1210.8646447198116
219,755.4027291436863,1220.8851853996143
220,755.4027291436863,1250.0664605234736
221,755.4027291436863,1265.4619729208532
222,755.4027291436863,1270.4408639385206
223,755.4027291436863,1300.9144146656383
224,755.4027291436863,1293.8818401023307
225,755.4027291436863,1289.5111262914409
226,755.4027291436863,1277.4886265043672
227,755.4027291436863,1259.9225878767754
228,755.4027291436863,1222.0192843908944
229,755.4027291436863,1212.433137417388
230,755.4027291436863,1243.9568273042253
231,755.4027291436863,1238.706982455396
232,755.4027291436863,1258.5263082123809
233,755.4027291436863,1233.478223093912
234,755.4027291436863,1235.292255966576
235,755.4027291436863,1223.439907942567
236,755.4027291436863,1235.1116252666395
237,755.4027291436863,1223.2926825498123
238,755.4027291436863,1195.4917641256172
239,755.4027291436863,1170.3450779960867
240,755.4027291436863,1174.880543684611
241,755.4027291436863,1169.859191474566
242,755.4027291436863,1168.7727144584323
243,755.4027291436863,1170.4236275513788
244,755.4027291436863,1182.4610252460914
245,755.4027291436863,1153.7864020728523
246,755.4027291436863,1172.895296207096
247,755.4027291436863,1165.2568040598273
248,755.4027291436863,1200.5684691766307
249,755.4027291436863,1220.7076626982562
250,755.4027291436863,1221.082623967818
