generation,best,avg
414,737.5442846038428,790.2210635352816
415,737.5442846038428,793.5290804656229
416,737.5442846038428,807.1035482822303
417,737.5442846038428,807.279709844967
418,737.5442846038428,795.0976496590832
419,737.5442846038428,789.7523495155006
420,737.5442846038428,812.9765798737077
421,737.5442846038428,799.9988502472039
422,737.5442846038428,778.058814013647
423,737.5442846038428,794.6850001979853
424,737.5442846038428,795.0032238635458
425,737.5442846038428,804.8473428752379
426,737.5442846038428,800.1972169835896
427,737.5442846038428,790.3561498636456
428,737.5442846038428,792.0512065276869
429,737.5442846038428,790.2714097813551
430,737.5442846038428,796.236608734243
431,737.5442846038428,791.950811419802
432,737.5442846038428,796.5689762745636
433,737.5442846038428,789.0478349490909
434,737.5442846038428,792.8577900589819
435,737.5442846038428,788.2011969695767
436,737.5442846038428,791.7322995368153
437,737.5442846038428,799.9379450251124
438,737.5442846038428,811.6467878076113
439,737.5442846038428,790.9295225845136
440,737.5442846038428,799.5443999126329
441,737.5442846038428,791.6858987095667
442,737.5442846038428,804.0228067844303
443,737.5442846038428,800.5423617312792
444,737.5442846038428,793.504911439521
445,737.5442846038428,787.8874331741144
446,737.5442846038428,789.663029318187
447,737.5442846038428,783.5711822160838
448,737.5442846038428,797.0143893486174
449,737.5442846038428,791.361954118598
450,737.5442846038428,795.3641585026676
451,737.5442846038428,816.3771782701084
452,737.5442846038428,790.6038095289123
453,737.5442846038428,783.0905880597893
454,737.5442846038428,789.0556312510786
455,737.5442846038428,794.852002670665
456,737.5442846038428,792.3456827947931
457,737.5442846038428,783.0415866450764
458,737.5442846038428,815.0822941973497
459,737.5442846038428,795.3506124520707
460,737.5442846038428,797.4056249468256
461,737.5442846038428,784.9735199127473
462,737.5442846038428,801.8831946088353
463,737.5442846038428,791.3495789269878
464,737.5442846038428,794.4126801902341
465,737.5442846038428,789.0229461959348
466,737.5442846038428,796.5544608495885
467,737.5442846038428,789.6295998103044
468,737.5442846038428,799.8002775253651
469,737.5442846038428,797.0944071982115
470,737.5442846038428,781.3600919529141
471,737.5442846038428,796.5384902804149
472,737.5442846038428,795.6757585379362
473,737.5442846038428,781.0891241715857
474,737.5442846038428,784.3649477578531
475,737.5442846038428,801.2323906254701
476,737.5442846038428,807.3172079813324
477,737.5442846038428,801.7536586597802
478,737.5442846038428,814.3284753426186
479,737.5442846038428,809.7991383454392
480,737.5442846038428,800.9545373778111
481,737.5442846038428,814.2832405428127
482,737.5442846038428,791.2263814089571
483,737.5442846038428,799.7816505726396
484,737.5442846038428,790.6208331628185
485,737.5442846038428,800.951130152669
486,737.5442846038428,807.6936377705314
487,737.5442846038428,790.0297324793318
488,737.5442846038428,806.0215616265496
489,737.5442846038428,793.4395862208875
490,737.5442846038428,802.1462615060954
491,737.5442846038428,792.174109100669
492,737.5442846038428,809.1499888938674
493,737.5442846038428,798.8532516650865
494,737.5442846038428,804.221017070232
495,737.5442846038428,792.2367873479316
496,737.5442846038428,800.6812030849187
497,737.5442846038428,796.9528107014889
498,737.5442846038428,795.8203559296293
499,737.5442846038428,805.077508169874
500,737.5442846038428,801.4813925520959
