generation,best,avg
58,737.5442846038429,1162.8628349355438
59,737.5442846038429,1172.241020395507
60,737.5442846038429,1149.7397494725806
61,737.5442846038429,1165.6096120942202
62,737.5442846038429,1168.6862228960335
63,737.5442846038429,1146.1328333337024
64,737.5442846038429,1135.896549114798
65,737.5442846038429,1103.643585261751
66,737.5442846038429,1098.0202150329233
67,737.5442846038429,1071.9805102803966
68,737.5442846038429,1042.3164952769848
69,737.5442846038429,1011.1365984293741
70,737.5442846038429,1004.4091143064705
71,737.5442846038429,971.6776698793958
72,737.5442846038429,929.8661389446236
73,737.5442846038429,921.42598856102
74,737.5442846038429,896.3812470680165
75,737.5442846038429,861.4054285296006
76,737.5442846038429,845.3760435332435
77,737.5442846038429,843.470018157572
78,737.5442846038429,845.8710880637666
79,737.5442846038429,839.2882731604126
80,737.5442846038429,839.6216425414253
81,737.5442846038429,821.8177363727419
82,737.5442846038429,821.1325744361211
83,737.5442846038429,822.1045221102305
84,737.5442846038429,821.0585992223276
85,737.5442846038429,826.3656618486126
86,737.5442846038429,811.9136077562803
87,737.5442846038429,817.0904615255566
88,737.5442846038429,824.6327988116229
89,737.5442846038429,803.4064007365275
90,737.5442846038429,808.8298651758973
91,737.5442846038429,811.8849776370677
92,737.5442846038429,811.6314606195957
93,737.5442846038429,815.6344856243259
94,737.5442846038429,819.3211104450666
95,737.5442846038429,817.6719961398384
96,737.5442846038429,808.6175085101034
97,737.5442846038429,800.5006798714535
98,737.5442846038429,815.791135619061
99,737.5442846038429,809.319197869952
100,737.5442846038429,816.221849578076
101,737.5442846038429,816.8006358941689
102,737.5442846038429,820.4296848285146
103,737.5442846038429,826.277627854436
104,737.5442846038429,812.7746294177124
105,737.5442846038429,800.5299128081365
106,737.5442846038429,813.0785632910719
107,737.5442846038429,811.9512205878174
108,737.5442846038429,810.7171468528467
109,737.5442846038429,816.5988957546067
110,737.5442846038429,823.9331375788416
111,737.5442846038429,806.9193457493617
112,737.5442846038429,810.1179787486054
113,737.5442846038429,807.7976819666312
114,737.5442846038429,819.4554964236796
115,737.5442846038429,800.8663641531174
116,737.5442846038429,812.9491351300239
117,737.5442846038429,814.7457067277256
118,737.5442846038429,811.0191032432223
119,737.5442846038429,800.5857496417643
120,737.5442846038429,810.4236057364382
121,737.5442846038429,816.6333606027847
122,737.5442846038429,819.8450936469721
123,737.5442846038429,816.010959236691
124,737.5442846038429,814.2557612913038
125,737.5442846038429,814.4411990113321
126,737.5442846038429,799.6743991436696
127,737.5442846038429,822.0835873180096
128,737.5442846038429,814.4295444814321
129,737.5442846038429,817.2931574842759
130,737.5442846038429,817.3520248786174
131,737.5442846038429,830.4937465614616
132,737.5442846038429,822.9971239569386
133,737.5442846038429,808.9624850461188
134,737.5442846038429,830.1261010423158
135,737.5442846038429,808.8764248448534
136,737.5442846038429,813.444330332442
137,737.5442846038429,809.5565015066518
138,737.5442846038429,814.8937378666839
139,737.5442846038429,819.5507816535232
140,737.5442846038429,823.6261081478403
141,737.5442846038429,803.7138837796331
142,737.5442846038429,810.6881233536196
143,737.5442846038429,811.8825705429441
144,737.5442846038429,809.5546001864678
145,737.5442846038429,810.1786444163675
146,737.5442846038429,818.7930581767178
147,737.5442846038429,810.9979888548676
148,737.5442846038429,821.2484985002634
149,737.5442846038429,815.7978354368352
150,737.5442846038429,823.8252915092285
151,737.5442846038429,829.9556649717762
152,737.5442846038429,822.0318611731805
153,737.5442846038429,818.1706327277382
154,737.5442846038429,817.1691634222334
155,737.5442846038429,823.9484922419955
156,737.5442846038429,817.3317446804513
157,737.5442846038429,814.9078332639066
158,737.5442846038429,807.9179051516911
159,737.5442846038429,818.3897683270015
160,737.5442846038429,810.3005469565755
161,737.5442846038429,811.7902734775221
162,737.5442846038429,806.6612453746163
163,737.5442846038429,808.4687237184534
164,737.5442846038429,803.2863974838612
165,737.5442846038429,799.4334783296684
166,737.5442846038429,802.7370701577561
167,737.5442846038429,804.0539309496729
168,737.5442846038429,817.1118403586227
169,737.5442846038429,802.6735702570967
170,737.5442846038429,810.6634942316797
171,737.5442846038429,797.4715519429233
172,737.5442846038429,804.9679291808015
173,737.5442846038429,816.3607921937296
174,737.5442846038429,816.0636043533731
175,737.5442846038429,801.0132282778892
176,737.5442846038429,818.3065378493437
177,737.5442846038429,805.2009059461852
178,737.5442846038429,807.333885513716
179,737.5442846038429,821.8762350554545
180,737.5442846038429,826.1699309694843
181,737.5442846038429,814.6345475135996
182,737.5442846038429,818.6098252658528
183,737.5442846038429,813.8552350608222
184,737.5442846038429,816.7758275286353
185,737.5442846038429,823.3276272041579
186,737.5442846038429,805.4210129619347
187,737.5442846038429,810.3349925470395
188,737.5442846038429,810.176087797189
189,737.5442846038429,808.0849059875205
190,737.5442846038429,823.52815896902
191,737.5442846038429,803.7216704073961
192,737.5442846038429,821.6667280332094
193,737.5442846038429,814.3958622297862
194,737.5442846038429,813.8015210498904
195,737.5442846038429,824.6436422685573
196,737.5442846038429,829.757776242736
197,737.5442846038429,808.3128958689969
198,737.5442846038429,819.1977409227866
199,737.5442846038429,805.1529869038034
200,737.5442846038429,811.4270124595414
201,737.5442846038429,812.9881226414695
202,737.5442846038429,809.7114076915344
203,737.5442846038429,812.2511075812405
204,737.5442846038429,813.8077868635854
205,737.5442846038429,811.3390850589967
206,737.5442846038429,810.3813983471639
207,737.5442846038429,819.6632754656802
208,737.5442846038429,810.5381089081411
209,737.5442846038429,809.9247064874921
210,737.5442846038429,818.1313317139413
211,737.5442846038429,818.5149806182338
212,737.5442846038429,809.1462282718899
213,737.5442846038429,815.5367396150508
214,737.5442846038429,810.1561084565861
215,737.5442846038429,819.0321425290886
216,737.5442846038429,805.230204922551
217,737.5442846038429,814.4554685346563
218,737.5442846038429,798.6090344486606
219,737.5442846038429,808.5603706678203
220,737.5442846038429,796.8184451897563
221,737.5442846038429,812.0674098889799
222,737.5442846038429,817.8506416084567
223,737.5442846038429,820.7397397024599
224,737.5442846038429,815.739553303827
225,737.5442846038429,819.8625410700448
226,737.5442846038429,817.2517465456591
227,737.5442846038429,824.9643252980057
228,737.5442846038429,835.4683498135694
229,737.5442846038429,820.4555909691118
230,737.5442846038429,812.9184577775137
231,737.5442846038429,806.9708452584259
232,737.5442846038429,801.3957632368339
233,737.5442846038429,818.0803118144432
234,737.5442846038429,830.4501309749637
235,737.5442846038429,815.7314872887616
236,737.5442846038429,810.6480557541995
237,737.5442846038429,813.7341602457797
238,737.5442846038429,828.2899394310091
239,737.5442846038429,818.5084373934466
240,737.5442846038429,830.575265493018
241,737.5442846038429,821.0786364599646
242,737.5442846038429,815.0936545339727
243,737.5442846038429,807.3455969308814
244,737.5442846038429,807.1862222861726
245,737.5442846038429,801.0278995475775
246,737.5442846038429,792.1279542407484
247,737.5442846038429,799.8350752802962
248,737.5442846038429,808.878819054971
249,737.5442846038429,808.9264461384684
250,737.5442846038429,812.6723208946876
251,737.5442846038429,807.3032390200393
252,737.5442846038429,809.581872564694
253,737.5442846038429,804.4953382227633
254,737.5442846038429,809.2277235139854
255,737.5442846038429,818.2058820825076
256,737.5442846038429,815.4637244438496
257,737.5442846038429,800.9804236381518
258,737.5442846038429,807.8689116538629
259,737.5442846038429,797.4834712545867
260,737.5442846038429,800.8879320497097
261,737.5442846038429,802.5249596011655
262,737.5442846038429,810.9583580080714
263,737.5442846038429,801.1748734694257
264,737.5442846038429,795.7478357028123
265,737.5442846038429,809.7130166986668
266,737.5442846038429,831.6958949780912
267,737.5442846038429,822.6654568967459
268,737.5442846038429,818.4454637764846
269,737.5442846038429,813.9502709842089
270,737.5442846038429,814.2091103804474
271,737.5442846038429,802.4213493726214
272,737.5442846038429,813.1705988330867
273,737.5442846038429,812.119884751402
274,737.5442846038429,807.7308210057156
275,737.5442846038429,806.5489643842564
276,737.5442846038429,817.3192807219668
277,737.5442846038429,820.0007188485852
278,737.5442846038429,813.5353078064928
279,737.5442846038429,814.3547550145771
280,737.5442846038429,805.3834027378757
281,737.5442846038429,797.9206474148938
282,737.5442846038429,803.3734545685497
283,737.5442846038429,797.6929225540708
284,737.5442846038429,799.0846379860283
285,737.5442846038429,801.4829895804612
286,737.5442846038429,810.784881444678
287,737.5442846038429,807.1728526314528
288,737.5442846038429,807.3330364058165
289,737.5442846038429,817.962219093086
290,737.5442846038429,818.3649703469185
291,737.5442846038429,819.3923754377525
292,737.5442846038429,817.2590303969373
293,737.5442846038429,819.7514587899726
294,737.5442846038429,812.1962166591953
295,737.5442846038429,811.4996626777
296,737.5442846038429,820.3957909531101
297,737.5442846038429,818.424823420287
298,737.5442846038429,819.2547030533743
299,737.5442846038429,800.80600463292
300,737.5442846038429,811.0073139082052
301,737.5442846038429,820.7349273084997
302,737.5442846038429,814.5920866422601
303,737.5442846038429,797.4244166529023
304,737.5442846038429,806.1740985529971
305,737.5442846038429,818.5011922160326
306,737.5442846038429,819.7774874222989
307,737.5442846038429,817.8613072754346
308,737.5442846038429,805.1314850348595
309,737.5442846038429,812.0888040114528
310,737.5442846038429,820.3926810690425
311,737.5442846038429,824.8228233161212
312,737.5442846038429,812.2709921599346
313,737.5442846038429,821.3806067662059
314,737.5442846038429,811.4670973162973
315,737.5442846038429,815.9195905055009
316,737.5442846038429,811.7510572504308
317,737.5442846038429,814.7322419420146
318,737.5442846038429,801.9146982672522
319,737.5442846038429,817.4040181121859
320,737.5442846038429,815.7281965395797
321,737.5442846038429,810.9493190025893
322,737.5442846038429,821.4454368093503
323,737.5442846038429,814.6154719077741
324,737.5442846038429,819.1280556257432
325,737.5442846038429,807.059665477358
326,737.5442846038429,813.9945837560723
327,737.5442846038429,816.1236252216124
328,737.5442846038429,809.7439948487942
329,737.5442846038429,807.2741295132638
330,737.5442846038429,802.0382763912271
331,737.5442846038429,807.2599796599859
332,737.5442846038429,824.7168521083912
333,737.5442846038429,818.2535749602962
334,737.5442846038429,793.2366989548362
335,737.5442846038429,802.8955499452093
336,737.5442846038429,810.5847436518395
337,737.5442846038429,816.033861027273
338,737.5442846038429,819.6531959428457
339,737.5442846038429,820.2777228889943
340,737.5442846038429,818.4411855955374
341,737.5442846038429,815.5443048068427
342,737.5442846038429,823.4334550320726
343,737.5442846038429,805.1553783298529
344,737.5442846038429,818.9055762337631
345,737.5442846038429,816.0343029785483
346,737.5442846038429,820.3187621693478
347,737.5442846038429,814.5927595403608
348,737.5442846038429,818.7756624648192
349,737.5442846038429,822.9732754207505
350,737.5442846038429,806.2762725964831
351,737.5442846038429,816.868141811066
352,737.5442846038429,817.6362511378602
353,737.5442846038429,811.4896046768208
354,737.5442846038429,801.0482307737516
355,737.5442846038429,819.2258232460448
356,737.5442846038429,821.4056787427745
357,737.5442846038429,810.9457031829975
358,737.5442846038429,802.9337081144691
359,737.5442846038429,821.9786022716812
360,737.5442846038429,821.7284731990126
361,737.5442846038429,813.6884521344106
362,737.5442846038429,813.404901018624
363,737.5442846038429,804.8884980403195
364,737.5442846038429,813.8113280699444
365,737.5442846038429,824.9126627419388
366,737.5442846038429,821.1589281461304
367,737.5442846038429,824.6943513296129
368,737.5442846038429,803.208260139647
369,737.5442846038429,807.449029833617
370,737.5442846038429,800.1596577904755
371,737.5442846038429,803.1348421479645
372,737.5442846038429,806.1840945357262
373,737.5442846038429,808.5562092311628
374,737.5442846038429,806.6484603054504
375,737.5442846038429,818.8310573123788
376,737.5442846038429,807.3085615746811
377,737.5442846038429,826.755998056239
378,737.5442846038429,802.6919638237536
379,737.5442846038429,802.1189972974298
380,737.5442846038429,806.0956189216844
381,737.5442846038429,797.4205504138093
382,737.5442846038429,801.3029259111626
383,737.5442846038429,800.6853269528752
384,737.5442846038429,802.882300790311
385,737.5442846038429,810.4844068573558
386,737.5442846038429,811.4213630196123
387,737.5442846038429,828.7255028915306
388,737.5442846038429,818.7102684202966
389,737.5442846038429,811.4661501753131
390,737.5442846038429,813.8867448853558
391,737.5442846038429,811.4036723179694
392,737.5442846038429,816.9671923363557
393,737.5442846038429,811.0261904525477
394,737.5442846038429,812.5882124270088
395,737.5442846038429,813.7033211659068
396,737.5442846038429,809.6715962549483
397,737.5442846038429,802.812840680589
398,737.5442846038429,803.1127758416493
399,737.5442846038429,816.368774753399
400,737.5442846038429,818.1366611848663
