generation,best,avg
1,1062.1659377413998,1501.95291357985
2,1062.1659377413998,1471.6112871005025
3,1062.1659377413998,1447.479236306541
4,1062.1659377413998,1443.7276905387303
5,1055.4188843217673,1417.970026390129
6,995.9304142723898,1395.3264411629948
7,995.9304142723898,1386.2139796992249
8,986.3402925990013,1373.9077871788604
9,986.3402925990013,1355.7692452036658
10,986.3402925990013,1357.897552481552
11,944.7658585060354,1346.5580820716712
12,944.7658585060354,1339.6666505778246
13,944.7658585060354,1334.4867868660374
14,930.1410819833334,1347.3227155826412
15,930.1410819833334,1339.9246852905808
16,930.1410819833334,1338.3273936301334
17,889.9689402965288,1320.7843192414146
18,889.9689402965288,1312.9429989633202
19,889.9689402965288,1323.9921494664557
20,889.9689402965288,1328.3823489811007
21,889.9689402965288,1317.4572144808312
22,889.9689402965288,1313.5052576387316
23,889.9689402965288,1306.6974838601416
24,825.5317129061111,1302.8478921149847
25,825.5317129061111,1294.6038664176194
26,825.5317129061111,1292.7577401514109
27,825.5317129061111,1287.7680783785333
28,825.5317129061111,1286.6575652459458
29,825.5317129061111,1274.03964648734
30,825.5317129061111,1260.3664632501016
31,825.5317129061111,1244.214268238511
32,825.5317129061111,1251.3490810390351
33,825.5317129061111,1246.2175958764378
34,791.4650362383833,1249.6873647544235
35,791.4650362383833,1249.8429218394654
36,791.4650362383833,1253.9167098002101
37,791.4650362383833,1257.201931225192
38,791.4650362383833,1257.3687670946917
39,791.4650362383833,1255.2184946790132
40,791.4650362383833,1244.9999092470507
41,791.4650362383833,1229.363187110605
42,791.4650362383833,1234.6682865636958
43,791.4650362383833,1239.1169683081578
44,791.4650362383833,1220.5418406321662
45,791.4650362383833,1214.2701194672666
46,747.5068277841756,1227.4446973329304
47,747.5068277841756,1211.68218613275
48,747.5068277841756,1226.5129696616798
49,747.5068277841756,1233.439194252365
50,747.5068277841756,1231.9573921197502
51,747.5068277841756,1231.996583244865
52,747.5068277841756,1217.894603906972
53,747.5068277841756,1220.0172822446734
54,747.5068277841756,1211.215565060422
55,737.5442846038429,1186.8366901962777
56,737.5442846038429,1172.355887370507
57,737.5442846038429,1158.9756922476101
